DELIVERY_START,load_forecast,coal_power_available,gas_power_available,nucelear_power_available,wind_power_forecasts_average,solar_power_forecasts_average,wind_power_forecasts_std,solar_power_forecasts_std,predicted_spot_price
2022-01-01 02:00:00+01:00,49439.0,3386.0,11487.0,44118.0,3035.0,0.0,79.24834795498744,0.0,135.06285095214844
2022-01-01 03:00:00+01:00,46511.0,3386.0,11487.0,44118.0,3143.0,0.0,61.77653170323712,0.0,110.89344787597656
2022-01-01 04:00:00+01:00,45158.0,3386.0,11487.0,44118.0,3288.0,0.0,44.29111213752825,0.0,82.30359649658203
2022-01-01 05:00:00+01:00,44779.0,3386.0,11487.0,44118.0,3447.0,0.0,36.12758799558981,0.0,79.96979522705078
2022-01-01 06:00:00+01:00,45284.0,3386.0,11487.0,44118.0,3679.0,0.0,30.98302297094805,0.0,76.07563018798828
2022-01-01 07:00:00+01:00,45648.0,3386.0,11487.0,44118.0,3902.0,0.0,27.62405175375482,0.0,74.79718780517578
2022-01-01 08:00:00+01:00,45909.0,3386.0,11487.0,44118.0,4092.0,198.0,44.94470095340352,6.1953492993677495,85.60358428955078
2022-01-01 09:00:00+01:00,47091.0,3386.0,11487.0,44118.0,4315.0,1012.0,30.505330081784955,23.23995671758656,98.86559295654297
2022-01-01 10:00:00+01:00,48300.0,3386.0,11487.0,44118.0,4436.0,2401.0,35.83590962010974,44.45015384079769,101.27371215820312
2022-01-01 11:00:00+01:00,49559.0,3386.0,11487.0,44118.0,4459.0,3699.0,57.67094509800192,53.42648880361061,103.82740783691406
2022-01-01 12:00:00+01:00,51367.0,3386.0,11487.0,44118.0,4135.0,4337.0,85.92893020253233,40.55823699614286,109.75589752197266
2022-01-01 13:00:00+01:00,50054.0,3386.0,11487.0,44118.0,3570.0,4391.0,64.74214818519671,22.229253381127087,107.15104675292969
2022-01-01 14:00:00+01:00,47679.0,3386.0,11487.0,44118.0,3411.0,3765.0,43.2179459214943,13.812292053265669,100.13978576660156
2022-01-01 15:00:00+01:00,46322.0,3386.0,11487.0,44118.0,3233.0,2361.0,170.99891394809652,40.17696149902488,110.9478988647461
2022-01-01 16:00:00+01:00,46171.0,3386.0,11487.0,44926.0,3263.0,925.0,157.4138313037146,23.668224985190268,110.84354400634766
2022-01-01 17:00:00+01:00,49193.0,3386.0,11487.0,44926.0,3717.0,126.0,143.2432496539665,6.366007415968655,115.52725219726562
2022-01-01 18:00:00+01:00,53817.0,3386.0,11487.0,45033.0,4215.0,0.0,191.07250348310612,0.0,130.0174102783203
2022-01-01 19:00:00+01:00,55236.0,3386.0,11487.0,45033.0,4563.0,0.0,211.52473681750345,0.0,140.90145874023438
2022-01-01 20:00:00+01:00,54017.0,3386.0,11487.0,44416.0,4764.0,0.0,203.5945005026429,0.0,138.31387329101562
2022-01-01 21:00:00+01:00,52169.0,3386.0,11487.0,44416.0,4897.0,0.0,207.0812508278924,0.0,129.14305114746094
2022-01-01 22:00:00+01:00,52946.0,3386.0,11487.0,44416.0,5070.0,0.0,255.5697696185078,0.0,120.04483032226562
2022-01-01 23:00:00+01:00,53610.0,3386.0,11487.0,44416.0,5302.0,0.0,329.4531243001206,0.0,126.88916015625
2022-01-02 00:00:00+01:00,52698.0,2226.0,11487.0,43501.0,5611.0,0.0,101.46426332470986,0.0,116.87158966064453
2022-01-02 01:00:00+01:00,50199.0,2226.0,11487.0,43371.0,5881.0,0.0,157.78168088700744,0.0,115.6390609741211
2022-01-02 02:00:00+01:00,48690.0,2226.0,11487.0,43371.0,6110.0,0.0,85.75653331691946,0.0,106.87774658203125
2022-01-02 03:00:00+01:00,45866.0,2226.0,11487.0,43501.0,6457.0,0.0,219.43237081040903,0.0,97.12346649169922
2022-01-02 04:00:00+01:00,44697.0,2226.0,11487.0,44416.0,6856.0,0.0,286.6582306100258,0.0,91.74754333496094
2022-01-02 05:00:00+01:00,44679.0,3386.0,11487.0,44416.0,7283.0,0.0,312.7309447286109,0.0,86.76874542236328
2022-01-02 06:00:00+01:00,45234.0,3386.0,11487.0,44416.0,7880.0,0.0,237.51884686142077,0.0,83.25812530517578
2022-01-02 07:00:00+01:00,46236.0,3386.0,11487.0,44416.0,8351.0,0.0,176.65386561095724,0.0,99.60694122314453
2022-01-02 08:00:00+01:00,47898.0,3386.0,11487.0,44416.0,8757.0,147.0,119.75514234322912,2.761192316108386,93.51609802246094
2022-01-02 09:00:00+01:00,50076.0,3386.0,11487.0,44416.0,9113.0,714.0,245.44570636139017,14.951446472966651,99.24557495117188
2022-01-02 10:00:00+01:00,51823.0,3386.0,11487.0,44416.0,9210.0,1620.0,347.26987960525224,29.97035572398528,100.70097351074219
2022-01-02 11:00:00+01:00,53289.0,3386.0,11487.0,45326.0,9367.0,2523.0,459.3189331531411,42.67233418240866,117.58427429199219
2022-01-02 12:00:00+01:00,54707.0,3386.0,11487.0,45326.0,9752.0,3055.0,524.4590272288486,40.33701976347167,132.60772705078125
2022-01-02 13:00:00+01:00,52377.0,3386.0,11487.0,45326.0,10222.0,3107.0,503.786632006284,33.2565782966321,105.67201232910156
2022-01-02 14:00:00+01:00,49488.0,3386.0,11487.0,45326.0,10331.0,2609.0,468.26240129930136,27.84175638663645,100.71401977539062
2022-01-02 15:00:00+01:00,47969.0,3386.0,11487.0,45326.0,10328.0,1656.0,337.11371073905343,19.10497317454281,94.01759338378906
2022-01-02 16:00:00+01:00,47677.0,3386.0,11487.0,45326.0,10622.0,661.0,290.38937598083714,12.441864811996624,97.02677154541016
2022-01-02 17:00:00+01:00,51240.0,3386.0,11487.0,45943.0,11091.0,96.0,264.62132273202093,5.468234386123853,92.29969024658203
2022-01-02 18:00:00+01:00,55291.0,3386.0,11487.0,47773.0,11565.0,0.0,234.30104092337675,0.0,120.89534759521484
2022-01-02 19:00:00+01:00,56516.0,3386.0,11487.0,47773.0,11836.0,0.0,199.34827742994295,0.0,130.5253143310547
2022-01-02 20:00:00+01:00,54750.0,3386.0,11487.0,47773.0,11916.0,0.0,180.70810234731576,0.0,125.60922241210938
2022-01-02 21:00:00+01:00,52825.0,3386.0,11487.0,47773.0,11897.0,0.0,160.84795887115362,0.0,81.71624755859375
2022-01-02 22:00:00+01:00,53047.0,3386.0,11487.0,47773.0,11733.0,0.0,165.65376973848717,0.0,95.66816711425781
2022-01-02 23:00:00+01:00,54006.0,3386.0,11487.0,47773.0,11422.0,0.0,208.52038650285832,0.0,118.5204849243164
2022-01-03 00:00:00+01:00,52467.0,3386.0,11487.0,47773.0,11056.0,0.0,58.53028376530413,0.0,73.70423889160156
2022-01-03 01:00:00+01:00,50199.0,3386.0,11487.0,47773.0,10671.0,0.0,53.752671312247536,0.0,55.13405990600586
2022-01-03 02:00:00+01:00,49071.0,3386.0,11487.0,47773.0,10254.0,0.0,31.98575050384327,0.0,52.7369499206543
2022-01-03 03:00:00+01:00,47199.0,3386.0,11487.0,47773.0,9878.0,0.0,38.57189196387946,0.0,51.43758773803711
2022-01-03 04:00:00+01:00,46785.0,3386.0,11487.0,47773.0,9593.0,0.0,59.31947954588612,0.0,58.93571472167969
2022-01-03 05:00:00+01:00,49435.0,3386.0,11487.0,47773.0,9319.0,0.0,102.37870233994258,0.0,60.463279724121094
2022-01-03 06:00:00+01:00,54844.0,3386.0,11487.0,47773.0,9041.0,0.0,148.67749235182234,0.0,115.3476333618164
2022-01-03 07:00:00+01:00,60014.0,3386.0,11487.0,47773.0,8773.0,0.0,180.0261418925209,0.0,124.09296417236328
2022-01-03 08:00:00+01:00,62576.0,3386.0,11487.0,47773.0,8537.0,138.0,152.80843661478107,2.2491828581535347,126.64085388183594
2022-01-03 09:00:00+01:00,63406.0,3386.0,11487.0,47773.0,8457.0,699.0,114.7381360720188,4.335972047277435,121.19022369384766
2022-01-03 10:00:00+01:00,63526.0,3386.0,11487.0,47773.0,8652.0,1650.0,80.74815605252145,11.261595331557867,118.50640869140625
2022-01-03 11:00:00+01:00,63663.0,3386.0,11487.0,47773.0,8945.0,2593.0,68.1753793751174,24.42549027478029,123.22834014892578
